transaction_amount,transaction_age,customer_account_age,previous_disputes,previous_successful_transactions,previous_refunds,delivery_confirmed,customer_acknowledged,refund_processed,communication_available,evidence_count,merchant_dispute_rate,transaction_frequency,amount_deviation,dispute_reason,payment_method,outcome
147.9,9,712,0,26,0,1,0,0,0,5,0.0259,1.34,0.93,UNAUTHORIZED_TRANSACTION,DIGITAL_WALLET,0
93.58,37,485,0,27,1,1,1,0,1,5,0.0081,2.05,0.47,GOODS_NOT_RECEIVED,DEBIT_CARD,1
29.25,43,499,1,33,0,1,1,0,0,6,0.0395,2.85,-1.35,UNAUTHORIZED_TRANSACTION,CREDIT_CARD,1
225.01,17,201,0,18,1,1,0,0,0,6,0.016,3.24,-0.94,REFUND_NOT_RECEIVED,CREDIT_CARD,0
186.49,35,110,0,9,0,1,1,0,0,6,0.0277,2.04,-0.07,DUPLICATE_TRANSACTION,CREDIT_CARD,1
19.83,40,548,0,28,0,1,1,0,1,6,0.0153,2.97,-0.31,GOODS_NOT_RECEIVED,DIGITAL_WALLET,1
35.32,23,942,0,32,0,1,0,0,1,6,0.0165,3.54,0.24,UNAUTHORIZED_TRANSACTION,CREDIT_CARD,0
329.94,29,943,0,37,0,0,0,1,1,6,0.0178,2.3,0.94,DUPLICATE_TRANSACTION,DEBIT_CARD,1
111.55,39,830,0,37,0,1,0,0,0,6,0.0182,1.29,-0.82,DUPLICATE_TRANSACTION,CREDIT_CARD,1
63.01,41,886,0,52,0,1,1,0,0,6,0.0186,2.38,-0.15,DUPLICATE_TRANSACTION,CREDIT_CARD,1
41.24,43,507,1,10,0,1,1,1,1,7,0.0044,2.38,-0.82,REFUND_NOT_RECEIVED,CREDIT_CARD,1
293.61,37,1091,0,35,0,0,0,0,1,5,0.0059,1.29,-0.56,UNAUTHORIZED_TRANSACTION,DIGITAL_WALLET,1
67.72,7,49,0,2,1,1,0,0,0,6,0.0059,0.97,-0.88,DUPLICATE_TRANSACTION,DEBIT_CARD,1
165.55,28,702,0,58,0,1,1,0,1,6,0.0182,3.68,0.95,GOODS_NOT_RECEIVED,CREDIT_CARD,1
121.94,7,662,0,24,0,1,0,0,1,6,0.0165,0.59,0.55,GOODS_NOT_AS_DESCRIBED,CREDIT_CARD,1
148.6,11,387,1,18,0,1,0,0,1,5,0.0395,0.73,0.98,GOODS_NOT_RECEIVED,CREDIT_CARD,1
156.96,17,167,0,16,3,1,0,0,1,5,0.0057,0.65,1.75,UNAUTHORIZED_TRANSACTION,DIGITAL_WALLET,0
124.79,28,231,0,10,0,1,1,1,1,7,0.0153,4.28,-0.27,UNAUTHORIZED_TRANSACTION,CREDIT_CARD,1
155.59,42,231,0,10,0,1,1,0,1,6,0.0259,1.65,-0.09,DUPLICATE_TRANSACTION,CREDIT_CARD,1
36.3,34,642,0,59,0,0,0,0,1,5,0.0145,2.37,-1.34,GOODS_NOT_RECEIVED,DIGITAL_WALLET,0
87.44,9,1141,0,51,0,1,1,0,1,6,0.006,1.87,-0.8,REFUND_NOT_RECEIVED,DEBIT_CARD,0
85.52,27,878,0,37,0,1,1,0,1,6,0.0395,1.44,-1.15,UNAUTHORIZED_TRANSACTION,CREDIT_CARD,1
68.58,31,421,2,22,2,1,1,0,1,6,0.0259,0.53,0.45,UNAUTHORIZED_TRANSACTION,DIGITAL_WALLET,1
7.75,22,68,0,5,0,1,0,0,0,5,0.0153,0.56,-0.73,GOODS_NOT_AS_DESCRIBED,DIGITAL_WALLET,1
313.57,44,667,0,56,1,1,1,0,1,6,0.0044,2.47,1.83,UNAUTHORIZED_TRANSACTION,DIGITAL_WALLET,0
73.21,24,1186,0,23,0,1,0,0,0,6,0.0239,1.19,0.95,REFUND_NOT_RECEIVED,CREDIT_CARD,0
357.43,10,513,1,39,3,1,0,0,1,6,0.0297,1.13,0.59,UNAUTHORIZED_TRANSACTION,CREDIT_CARD,0
44.31,34,1168,0,35,1,1,0,0,1,5,0.0249,2.14,-1.01,UNAUTHORIZED_TRANSACTION,DEBIT_CARD,1
111.11,10,580,0,53,1,1,1,0,0,6,0.0249,1.15,-0.39,REFUND_NOT_RECEIVED,CREDIT_CARD,1
42.73,21,583,1,54,1,1,1,0,1,6,0.0147,4.62,0.52,REFUND_NOT_RECEIVED,CREDIT_CARD,0
119.91,40,866,1,20,1,1,1,0,0,6,0.0071,0.66,-0.09,GOODS_NOT_RECEIVED,BANK_TRANSFER,1
6.11,19,1162,0,65,1,1,1,0,1,6,0.0249,1.02,2.33,GOODS_NOT_RECEIVED,DEBIT_CARD,1
178.81,21,123,0,4,1,1,1,0,1,6,0.0147,2.91,-0.68,UNAUTHORIZED_TRANSACTION,DEBIT_CARD,1
56.22,29,75,0,3,1,1,0,0,1,6,0.0057,1.25,0.58,REFUND_NOT_RECEIVED,DEBIT_CARD,0
250.14,34,766,2,27,4,1,0,0,1,6,0.0277,0.58,0.87,UNAUTHORIZED_TRANSACTION,CREDIT_CARD,0
96.77,44,104,1,8,1,1,0,0,0,6,0.0153,0.92,-0.15,GOODS_NOT_AS_DESCRIBED,CREDIT_CARD,1
548.71,21,169,2,9,1,1,0,0,1,4,0.0153,0.69,-0.22,GOODS_NOT_RECEIVED,DEBIT_CARD,1
171.84,9,410,0,24,0,1,1,0,1,6,0.0229,1.83,0.04,UNAUTHORIZED_TRANSACTION,CREDIT_CARD,1
48.76,39,992,0,85,0,1,1,0,1,6,0.0186,1.55,0.68,GOODS_NOT_RECEIVED,DEBIT_CARD,1
114.76,15,502,0,49,0,1,1,0,1,6,0.0249,2.16,0.63,GOODS_NOT_RECEIVED,BANK_TRANSFER,1
39.24,32,565,0,36,0,1,0,0,1,5,0.016,1.5,-0.46,GOODS_NOT_RECEIVED,CREDIT_CARD,1
205.86,24,914,0,65,0,1,0,0,1,5,0.0182,5.77,0.8,GOODS_NOT_RECEIVED,BANK_TRANSFER,1
306.07,6,260,0,19,1,1,1,0,1,6,0.0186,0.65,0.01,REFUND_NOT_RECEIVED,CREDIT_CARD,0
228.34,37,627,0,60,0,1,0,0,1,5,0.0044,0.94,0.65,GOODS_NOT_RECEIVED,DIGITAL_WALLET,0
80.7,40,212,0,5,1,1,1,0,1,6,0.006,1.88,1.11,UNAUTHORIZED_TRANSACTION,DIGITAL_WALLET,1
36.37,14,449,0,19,0,1,1,0,1,5,0.0249,0.77,-0.38,GOODS_NOT_RECEIVED,CREDIT_CARD,0
541.92,23,228,0,4,2,1,1,0,1,6,0.0259,2.61,-0.63,GOODS_NOT_AS_DESCRIBED,DIGITAL_WALLET,1
28.21,29,1030,0,81,0,1,0,0,1,5,0.0162,0.55,0.44,GOODS_NOT_AS_DESCRIBED,CREDIT_CARD,1
59.93,31,104,1,8,1,1,0,0,1,6,0.0186,5.42,-0.38,GOODS_NOT_RECEIVED,DIGITAL_WALLET,1
102.31,39,458,0,39,0,1,0,0,1,5,0.0186,1.07,0.76,GOODS_NOT_RECEIVED,DIGITAL_WALLET,0
122.75,27,506,0,32,0,1,1,0,1,6,0.0178,1.5,-0.1,GOODS_NOT_RECEIVED,CREDIT_CARD,1
107.39,38,53,0,2,0,1,0,0,1,6,0.0178,1.14,-0.79,UNAUTHORIZED_TRANSACTION,DEBIT_CARD,0
13.19,12,837,0,81,0,0,0,0,1,5,0.0395,0.77,1.78,GOODS_NOT_RECEIVED,DEBIT_CARD,1
78.78,6,584,0,16,0,1,1,0,1,5,0.0297,2.79,-0.36,GOODS_NOT_RECEIVED,DIGITAL_WALLET,1
129.23,29,32,0,1,1,0,0,0,1,4,0.0249,1.32,1.14,UNAUTHORIZED_TRANSACTION,DEBIT_CARD,0
137.47,13,681,1,20,0,0,0,0,1,5,0.0165,1.82,-0.36,GOODS_NOT_RECEIVED,CREDIT_CARD,1
43.61,29,23,1,1,1,1,1,0,1,6,0.0071,1.01,0.73,UNAUTHORIZED_TRANSACTION,CREDIT_CARD,1
163.46,33,19,1,1,0,1,1,0,1,6,0.0037,1.78,-1.13,GOODS_NOT_RECEIVED,CREDIT_CARD,1
250.3,26,160,0,12,0,0,0,0,1,5,0.016,3.27,-0.3,REFUND_NOT_RECEIVED,CREDIT_CARD,1
96.15,18,412,2,27,2,1,1,1,0,7,0.0153,1.2,0.23,UNAUTHORIZED_TRANSACTION,DEBIT_CARD,0
62.95,15,261,0,20,0,1,0,0,0,4,0.0057,5.39,-0.29,GOODS_NOT_RECEIVED,CREDIT_CARD,1
95.1,17,538,0,52,1,1,1,0,0,5,0.0145,2.06,0.16,GOODS_NOT_RECEIVED,CREDIT_CARD,1
17.27,37,886,0,52,0,1,1,1,1,7,0.0277,0.9,-0.78,UNAUTHORIZED_TRANSACTION,CREDIT_CARD,1
294.34,7,1119,0,48,1,0,0,1,1,4,0.016,1.17,0.76,GOODS_NOT_AS_DESCRIBED,DEBIT_CARD,1
96.69,40,499,1,33,0,0,0,0,0,4,0.0071,0.94,-0.73,UNAUTHORIZED_TRANSACTION,CREDIT_CARD,0
26.62,36,686,0,48,0,0,0,0,1,3,0.0059,0.74,-0.23,GOODS_NOT_RECEIVED,CREDIT_CARD,0
57.04,40,353,0,13,0,1,0,0,0,6,0.0178,2.34,-1.02,UNAUTHORIZED_TRANSACTION,DIGITAL_WALLET,1
263.55,40,412,0,30,0,1,1,0,1,6,0.0065,4.01,-0.91,GOODS_NOT_RECEIVED,DIGITAL_WALLET,1
98.16,39,134,0,8,0,1,1,0,1,6,0.0059,4.27,1.2,UNAUTHORIZED_TRANSACTION,DEBIT_CARD,1
84.71,9,145,1,6,0,0,0,0,0,5,0.0277,0.74,0.7,UNAUTHORIZED_TRANSACTION,DEBIT_CARD,1
196.83,16,1040,0,68,1,1,0,0,1,6,0.0395,1.06,1.45,UNAUTHORIZED_TRANSACTION,DIGITAL_WALLET,1
102.74,23,723,0,39,0,1,1,1,0,7,0.0044,1.03,0.74,GOODS_NOT_AS_DESCRIBED,CREDIT_CARD,1
85.07,44,107,1,1,0,1,1,0,1,6,0.0297,0.67,0.28,DUPLICATE_TRANSACTION,CREDIT_CARD,1
56.21,31,94,0,7,1,1,1,0,1,6,0.0037,2.25,-0.76,GOODS_NOT_AS_DESCRIBED,CREDIT_CARD,1
21.65,39,1041,0,25,0,0,0,0,1,4,0.0056,2.86,-1.87,GOODS_NOT_RECEIVED,DEBIT_CARD,0
174.26,14,713,0,47,0,1,0,0,1,6,0.0037,1.03,-0.41,UNAUTHORIZED_TRANSACTION,CREDIT_CARD,1
100.47,32,284,0,7,0,1,1,0,0,6,0.0037,3.2,0.03,UNAUTHORIZED_TRANSACTION,CREDIT_CARD,0
210.78,37,377,0,18,0,1,1,0,1,6,0.0147,2.24,-1.25,GOODS_NOT_RECEIVED,DEBIT_CARD,1
98.58,40,897,0,17,0,1,1,0,0,6,0.0182,1.39,0.28,GOODS_NOT_AS_DESCRIBED,DEBIT_CARD,1
159.42,39,469,0,25,0,1,1,0,1,6,0.0186,1.96,-0.66,UNAUTHORIZED_TRANSACTION,BANK_TRANSFER,1
28.04,21,696,0,24,0,1,0,0,1,5,0.0227,2.56,0.59,UNAUTHORIZED_TRANSACTION,CREDIT_CARD,1
74.49,15,232,0,20,0,1,1,0,0,6,0.0071,2.27,0.25,GOODS_NOT_RECEIVED,DIGITAL_WALLET,1
314.92,40,662,0,24,0,1,1,0,1,5,0.006,1.61,-0.03,UNAUTHORIZED_TRANSACTION,CREDIT_CARD,0
14.74,41,167,0,16,3,1,0,0,1,4,0.0249,1.7,-0.5,GOODS_NOT_RECEIVED,DEBIT_CARD,0
103.37,22,401,0,9,0,1,0,0,1,5,0.0044,0.71,-0.61,GOODS_NOT_RECEIVED,CREDIT_CARD,1
10.39,35,668,0,64,1,1,1,0,0,6,0.0178,0.97,-0.16,GOODS_NOT_AS_DESCRIBED,DIGITAL_WALLET,0
81.25,39,855,0,72,0,1,1,0,1,6,0.0145,0.54,0.33,GOODS_NOT_RECEIVED,CREDIT_CARD,0
72.4,32,140,0,7,1,1,0,0,1,5,0.0081,2.32,-0.32,UNAUTHORIZED_TRANSACTION,DEBIT_CARD,1
64.42,5,1141,0,51,0,0,0,0,0,5,0.0249,0.75,0.25,GOODS_NOT_RECEIVED,CREDIT_CARD,0
27.02,35,799,2,40,5,0,0,1,0,5,0.006,1.97,-0.19,GOODS_NOT_RECEIVED,CREDIT_CARD,0
17.46,31,653,0,32,0,1,0,0,0,5,0.0182,0.59,-0.2,GOODS_NOT_AS_DESCRIBED,CREDIT_CARD,1
22.94,44,532,0,51,0,1,0,0,1,6,0.016,1.17,1.95,GOODS_NOT_AS_DESCRIBED,DEBIT_CARD,1
25.08,16,76,4,6,6,1,0,0,1,5,0.0071,2.1,0.45,GOODS_NOT_AS_DESCRIBED,DEBIT_CARD,1
46.31,16,377,0,18,0,1,1,0,1,6,0.0071,1.41,-0.03,DUPLICATE_TRANSACTION,DEBIT_CARD,0
30.96,31,399,0,33,1,1,0,0,1,5,0.0044,1.51,-0.45,UNAUTHORIZED_TRANSACTION,DEBIT_CARD,1
31.67,31,686,0,48,0,1,1,1,1,7,0.0158,0.85,0.08,GOODS_NOT_AS_DESCRIBED,BANK_TRANSFER,1
142.48,21,690,0,32,0,1,0,0,1,5,0.0229,4.06,-0.07,GOODS_NOT_RECEIVED,CREDIT_CARD,1
128.17,29,785,0,13,0,1,1,0,0,6,0.0057,1.43,-0.65,GOODS_NOT_RECEIVED,CREDIT_CARD,1
75.93,34,699,1,60,3,1,0,0,1,5,0.0162,0.51,0.62,GOODS_NOT_AS_DESCRIBED,CREDIT_CARD,1
110.23,14,308,0,10,0,1,0,0,0,5,0.0395,0.64,-0.47,GOODS_NOT_RECEIVED,DEBIT_CARD,1
203.07,44,148,0,5,1,0,0,0,1,5,0.006,1.44,1.16,UNAUTHORIZED_TRANSACTION,CREDIT_CARD,1
23.42,19,471,0,31,0,1,1,0,1,6,0.0395,4.24,-0.08,GOODS_NOT_RECEIVED,CREDIT_CARD,1
191.94,23,470,0,31,2,1,1,0,1,6,0.0057,2.52,-1.18,UNAUTHORIZED_TRANSACTION,DEBIT_CARD,1
122.86,8,1096,0,101,0,1,1,0,1,5,0.0186,3.88,-0.99,DUPLICATE_TRANSACTION,CREDIT_CARD,1
57.44,19,220,1,20,1,1,0,0,1,5,0.0182,1.06,-0.29,UNAUTHORIZED_TRANSACTION,DEBIT_CARD,0
22.34,41,149,0,9,0,1,1,0,0,6,0.0145,1.81,1.16,GOODS_NOT_RECEIVED,DEBIT_CARD,0
195.25,19,845,2,60,1,1,1,0,1,6,0.0182,1.12,-0.63,GOODS_NOT_AS_DESCRIBED,DEBIT_CARD,1
40.44,37,222,0,13,1,1,0,0,0,6,0.0158,3.89,0.35,DUPLICATE_TRANSACTION,BANK_TRANSFER,0
57.22,17,530,0,52,0,1,0,0,1,6,0.0227,1.01,-0.03,GOODS_NOT_RECEIVED,CREDIT_CARD,0
122.64,21,911,0,91,1,1,1,0,0,6,0.0297,2.78,-0.13,GOODS_NOT_AS_DESCRIBED,CREDIT_CARD,1
44.27,23,90,0,8,3,0,0,0,0,4,0.0044,1.36,-2.28,UNAUTHORIZED_TRANSACTION,DIGITAL_WALLET,0
24.8,17,595,2,33,2,0,0,0,1,5,0.0182,0.84,0.39,UNAUTHORIZED_TRANSACTION,CREDIT_CARD,0
31.53,10,416,0,13,0,1,1,0,1,6,0.0037,1.23,-0.5,REFUND_NOT_RECEIVED,DIGITAL_WALLET,1
80.46,44,109,0,6,3,1,1,0,1,6,0.0145,1.4,0.44,GOODS_NOT_RECEIVED,CREDIT_CARD,1
189.31,34,917,0,53,0,0,0,0,1,5,0.0186,1.91,0.23,UNAUTHORIZED_TRANSACTION,DEBIT_CARD,0
71.78,40,642,0,59,0,1,0,0,0,5,0.006,4.87,0.8,GOODS_NOT_RECEIVED,DEBIT_CARD,1
19.6,35,845,0,20,1,1,1,0,0,6,0.0145,1.92,-1.32,GOODS_NOT_AS_DESCRIBED,DEBIT_CARD,1
260.23,17,986,0,31,1,1,1,0,0,6,0.016,6.23,-1.03,DUPLICATE_TRANSACTION,CREDIT_CARD,1
9.53,28,1155,0,31,5,1,0,0,1,5,0.0297,1.35,-1.12,GOODS_NOT_RECEIVED,DEBIT_CARD,1
49.34,33,657,0,51,0,1,1,0,0,6,0.0259,5.27,0.78,GOODS_NOT_RECEIVED,DIGITAL_WALLET,1
35.37,6,942,0,32,0,1,1,1,1,7,0.0059,0.75,0.38,REFUND_NOT_RECEIVED,CREDIT_CARD,0
21.78,20,718,0,45,1,1,0,0,1,5,0.0153,1.8,-0.52,REFUND_NOT_RECEIVED,CREDIT_CARD,0
63.57,16,583,1,54,1,1,1,1,1,7,0.0182,4.01,-0.17,REFUND_NOT_RECEIVED,CREDIT_CARD,1
275.18,32,1107,0,60,1,1,0,0,0,6,0.0178,0.86,-0.79,REFUND_NOT_RECEIVED,CREDIT_CARD,1
37.3,30,268,0,10,1,1,1,0,1,6,0.0168,4.74,1.08,UNAUTHORIZED_TRANSACTION,CREDIT_CARD,0
355.22,36,491,0,22,0,1,1,0,1,6,0.0059,0.82,-0.98,REFUND_NOT_RECEIVED,DEBIT_CARD,1
136.9,8,532,0,24,0,0,0,0,1,4,0.0165,1.49,-0.86,DUPLICATE_TRANSACTION,DEBIT_CARD,0
95.51,9,713,0,15,0,1,0,0,1,5,0.0165,0.61,-1.26,GOODS_NOT_RECEIVED,DIGITAL_WALLET,0
157.57,21,914,0,65,0,1,1,0,1,6,0.0178,4.56,0.4,GOODS_NOT_AS_DESCRIBED,DIGITAL_WALLET,1
29.7,24,1096,0,105,0,1,0,0,1,6,0.0249,1.49,0.2,GOODS_NOT_AS_DESCRIBED,CREDIT_CARD,1
18.52,44,565,0,19,1,1,1,1,1,7,0.0162,1.36,0.58,GOODS_NOT_RECEIVED,DIGITAL_WALLET,1
56.59,33,90,0,8,3,1,0,0,1,6,0.0395,1.59,0.29,GOODS_NOT_AS_DESCRIBED,DIGITAL_WALLET,1
80.88,29,1077,0,27,0,0,0,0,1,4,0.0297,1.28,0.06,UNAUTHORIZED_TRANSACTION,CREDIT_CARD,1
132.93,22,836,0,52,1,1,0,0,1,5,0.0182,7.07,-0.81,DUPLICATE_TRANSACTION,DIGITAL_WALLET,1
84.15,26,459,2,11,0,1,0,0,1,5,0.0153,0.97,0.98,GOODS_NOT_AS_DESCRIBED,DIGITAL_WALLET,0
50.38,12,696,0,24,0,0,0,0,0,4,0.0037,1.49,-0.22,REFUND_NOT_RECEIVED,DEBIT_CARD,0
22.24,44,538,0,52,1,1,1,0,0,6,0.0227,1.08,0.06,GOODS_NOT_RECEIVED,DEBIT_CARD,1
31.91,44,998,0,56,1,1,1,0,1,6,0.0182,1.24,-0.14,GOODS_NOT_AS_DESCRIBED,DEBIT_CARD,1
24.05,14,1108,0,104,2,1,1,0,1,6,0.0162,1.64,1.12,GOODS_NOT_RECEIVED,DIGITAL_WALLET,1
70.12,21,705,1,27,0,1,1,0,1,6,0.0071,2.79,1.38,GOODS_NOT_AS_DESCRIBED,DEBIT_CARD,1
10.32,24,1064,0,49,1,1,1,0,1,5,0.0182,0.64,0.89,UNAUTHORIZED_TRANSACTION,DEBIT_CARD,0
131.33,31,602,0,13,0,1,0,0,1,5,0.0153,0.54,0.48,UNAUTHORIZED_TRANSACTION,CREDIT_CARD,0
132.43,6,1137,0,46,1,1,1,0,1,6,0.0182,0.99,1.21,GOODS_NOT_RECEIVED,DEBIT_CARD,1
167.84,33,23,1,1,1,1,0,0,0,6,0.0249,2.75,1.48,UNAUTHORIZED_TRANSACTION,DEBIT_CARD,1
60.78,10,352,2,27,2,1,1,0,1,6,0.0044,0.91,-0.16,UNAUTHORIZED_TRANSACTION,CREDIT_CARD,0
49.56,24,377,0,18,0,1,1,1,1,6,0.0249,8.05,0.25,GOODS_NOT_RECEIVED,DEBIT_CARD,1
49.31,41,539,0,9,0,1,1,0,1,6,0.0158,0.8,-0.12,REFUND_NOT_RECEIVED,DIGITAL_WALLET,1
32.73,23,352,0,12,1,1,1,0,1,6,0.0178,1.72,0.24,GOODS_NOT_AS_DESCRIBED,DEBIT_CARD,1
48.46,15,231,0,10,0,1,0,0,1,4,0.0056,2.44,-0.72,UNAUTHORIZED_TRANSACTION,CREDIT_CARD,1
28.17,22,393,0,29,2,1,1,0,1,6,0.0259,0.96,0.01,DUPLICATE_TRANSACTION,CREDIT_CARD,1
12.84,43,471,0,31,0,1,1,0,1,6,0.0044,1.88,-0.36,GOODS_NOT_RECEIVED,DEBIT_CARD,1
86.01,26,868,0,80,0,1,0,0,1,5,0.006,1.2,0.59,UNAUTHORIZED_TRANSACTION,DIGITAL_WALLET,0
24.59,18,659,0,57,1,1,1,0,1,6,0.0037,4.03,-0.03,DUPLICATE_TRANSACTION,BANK_TRANSFER,1
134.04,10,415,3,39,3,1,1,1,1,7,0.0239,2.14,-0.99,GOODS_NOT_RECEIVED,DEBIT_CARD,1
19.09,25,815,0,47,2,1,1,0,1,6,0.0182,2.85,-0.39,GOODS_NOT_RECEIVED,CREDIT_CARD,1
111.72,12,485,0,11,0,1,0,0,1,6,0.0071,2.18,0.25,GOODS_NOT_RECEIVED,CREDIT_CARD,1
161.32,22,244,0,12,0,1,1,0,0,6,0.0165,4.8,-0.88,REFUND_NOT_RECEIVED,CREDIT_CARD,1
67.91,26,972,0,96,0,1,1,0,1,6,0.0186,9.87,0.45,UNAUTHORIZED_TRANSACTION,CREDIT_CARD,0
9.38,10,379,0,20,1,0,0,0,1,5,0.0153,1.68,-0.13,UNAUTHORIZED_TRANSACTION,CREDIT_CARD,0
186.35,39,238,0,15,0,1,0,0,1,6,0.0165,1.85,0.46,GOODS_NOT_RECEIVED,CREDIT_CARD,1
258.99,39,571,6,48,4,1,0,1,1,7,0.0057,3.59,0.15,UNAUTHORIZED_TRANSACTION,DEBIT_CARD,0
524.72,13,898,0,20,0,1,0,1,1,5,0.016,1.25,1.22,GOODS_NOT_AS_DESCRIBED,CREDIT_CARD,1
8.06,20,1183,1,101,1,1,1,0,0,5,0.0056,2.1,-0.79,DUPLICATE_TRANSACTION,DEBIT_CARD,1
93.19,15,749,0,59,0,1,0,0,1,6,0.0153,2.98,-0.69,GOODS_NOT_RECEIVED,CREDIT_CARD,1
42.79,25,149,0,9,0,1,0,0,0,6,0.0178,0.8,-0.29,GOODS_NOT_RECEIVED,BANK_TRANSFER,1
12.68,27,702,0,58,0,0,0,0,1,5,0.0239,5.27,-0.98,GOODS_NOT_RECEIVED,DIGITAL_WALLET,0
147.55,24,830,0,37,0,1,1,0,1,6,0.0178,3.61,0.63,UNAUTHORIZED_TRANSACTION,CREDIT_CARD,1
85.6,21,110,0,7,0,1,1,0,1,6,0.0249,6.51,0.28,UNAUTHORIZED_TRANSACTION,DEBIT_CARD,1
164.63,35,1041,0,25,0,1,0,0,1,6,0.0239,1.04,0.28,GOODS_NOT_AS_DESCRIBED,CREDIT_CARD,0
439.31,22,1113,0,92,2,1,1,0,1,6,0.0158,2.65,-0.78,DUPLICATE_TRANSACTION,CREDIT_CARD,1
137.77,33,752,0,55,1,0,0,0,0,5,0.0162,4.37,-0.02,UNAUTHORIZED_TRANSACTION,DIGITAL_WALLET,1
65.11,36,1111,0,89,0,1,0,0,1,5,0.006,1.03,-0.29,UNAUTHORIZED_TRANSACTION,DIGITAL_WALLET,1
101.23,12,100,0,9,1,1,1,0,1,6,0.0153,4.37,-0.41,UNAUTHORIZED_TRANSACTION,DEBIT_CARD,0
20.56,13,711,2,55,2,1,0,0,1,5,0.0158,1.18,0.06,DUPLICATE_TRANSACTION,CREDIT_CARD,1
51.91,10,1107,1,23,1,1,1,0,1,6,0.0249,2.21,0.54,UNAUTHORIZED_TRANSACTION,CREDIT_CARD,0
22.58,9,1111,0,89,0,1,0,0,0,5,0.0182,1.25,1.48,GOODS_NOT_AS_DESCRIBED,CREDIT_CARD,1
89.2,17,67,0,3,2,1,0,0,1,5,0.0158,0.83,1.03,GOODS_NOT_AS_DESCRIBED,CREDIT_CARD,0
65.36,29,145,1,6,0,1,0,1,1,6,0.0182,10.84,0.3,REFUND_NOT_RECEIVED,DEBIT_CARD,0
52.12,35,1084,0,94,0,0,0,0,1,5,0.0249,3.43,-0.04,GOODS_NOT_AS_DESCRIBED,CREDIT_CARD,0
97.25,38,335,1,27,3,0,0,0,1,5,0.0249,2.06,-0.83,GOODS_NOT_RECEIVED,CREDIT_CARD,1
14.27,21,1123,0,79,0,1,1,0,1,6,0.0178,0.99,-0.3,DUPLICATE_TRANSACTION,CREDIT_CARD,0
47.74,30,1066,0,55,1,1,0,0,0,6,0.0277,0.74,0.55,UNAUTHORIZED_TRANSACTION,DEBIT_CARD,0
30.01,24,55,0,5,0,1,1,0,1,6,0.0277,0.94,-0.46,DUPLICATE_TRANSACTION,CREDIT_CARD,1
277.86,10,42,0,2,1,1,1,0,1,6,0.0178,1.26,1.35,DUPLICATE_TRANSACTION,DIGITAL_WALLET,1
108.78,36,195,0,12,0,1,0,0,1,5,0.0186,1.39,0.55,GOODS_NOT_AS_DESCRIBED,CREDIT_CARD,1
78.86,37,181,0,5,0,1,0,0,1,6,0.006,1.4,-1.26,GOODS_NOT_AS_DESCRIBED,CREDIT_CARD,1
88.65,24,1144,0,78,1,1,1,1,1,7,0.0153,1.75,0.2,GOODS_NOT_RECEIVED,CREDIT_CARD,0
47.42,15,1113,0,92,2,1,1,0,0,6,0.0153,0.64,0.43,GOODS_NOT_RECEIVED,DEBIT_CARD,1
128.89,14,419,0,17,0,1,0,1,0,7,0.0186,0.78,0.45,UNAUTHORIZED_TRANSACTION,CREDIT_CARD,1
128.81,43,852,0,28,0,0,0,0,1,5,0.0182,3.61,0.36,GOODS_NOT_RECEIVED,DEBIT_CARD,0
118.68,23,627,0,60,0,0,0,0,1,5,0.0044,0.52,-0.41,DUPLICATE_TRANSACTION,CREDIT_CARD,0
63.39,31,820,1,72,1,1,1,1,1,7,0.0168,0.98,0.61,GOODS_NOT_RECEIVED,CREDIT_CARD,1
28.62,44,1101,0,76,0,1,1,0,1,6,0.0239,0.61,-0.05,GOODS_NOT_AS_DESCRIBED,DEBIT_CARD,1
46.78,38,15,0,1,0,1,0,0,0,5,0.0162,1.21,-0.85,GOODS_NOT_AS_DESCRIBED,DIGITAL_WALLET,1
143.83,40,1047,0,94,0,1,0,0,1,6,0.0158,1.55,-1.86,UNAUTHORIZED_TRANSACTION,CREDIT_CARD,1
41.76,24,253,0,12,0,1,0,0,1,6,0.0297,4.08,-0.75,GOODS_NOT_AS_DESCRIBED,DEBIT_CARD,1
17.02,9,244,0,12,0,1,1,0,1,6,0.0145,0.69,0.39,GOODS_NOT_AS_DESCRIBED,CREDIT_CARD,0
385.53,14,667,0,56,1,1,0,0,1,5,0.0059,1.08,-1.1,GOODS_NOT_RECEIVED,CREDIT_CARD,1
57.61,36,394,0,30,1,0,0,0,1,5,0.0229,1.26,0.92,GOODS_NOT_AS_DESCRIBED,CREDIT_CARD,1
16.66,44,1189,0,23,1,0,0,0,1,4,0.0227,3.33,-0.28,UNAUTHORIZED_TRANSACTION,CREDIT_CARD,0
11.45,44,672,0,61,1,1,1,0,1,6,0.0395,3.34,1.02,GOODS_NOT_RECEIVED,DEBIT_CARD,1
81.21,32,456,0,40,1,0,0,0,0,4,0.0037,1.72,0.1,GOODS_NOT_AS_DESCRIBED,DIGITAL_WALLET,1
31.91,33,164,0,8,0,1,1,0,1,6,0.0297,0.82,0.95,UNAUTHORIZED_TRANSACTION,CREDIT_CARD,0
164.72,26,491,0,22,0,0,0,0,1,4,0.0178,2.66,0.0,GOODS_NOT_RECEIVED,CREDIT_CARD,1
320.91,13,631,0,17,1,1,0,0,1,5,0.0178,4.45,1.12,DUPLICATE_TRANSACTION,CREDIT_CARD,0
